"condition","group","question","value","trial_index","ID","FastorSlow","measure"
"immoral",1,"Nate_Q1",2,11,"59","s","quickness"
"immoral",1,"Nate_Q2",3,12,"59","s","character"
"immoral",1,"Nate_Q3",3,13,"59","s","character"
"immoral",1,"Nate_Q4",3,14,"59","s","character"
"immoral",1,"Nate_Q5",4,15,"59","s","certainty"
"immoral",1,"Nate_Q6",2,16,"59","s","certainty"
"immoral",1,"Nate_Q7",2,17,"59","s","certainty"
"immoral",1,"Nate_Q8",4,18,"59","s","certainty"
"immoral",1,"Nate_Q9",2,19,"59","s","impulsivity"
"immoral",1,"Nate_Q10",3,20,"59","s","impulsivity"
"immoral",1,"Justin_Q1",6,1,"60","f","quickness"
"immoral",1,"Justin_Q2",1,2,"60","f","character"
"immoral",1,"Justin_Q3",1,3,"60","f","character"
"immoral",1,"Justin_Q4",NA,4,"60","f","character"
"immoral",1,"Justin_Q5",NA,5,"60","f","certainty"
"immoral",1,"Justin_Q6",6,6,"60","f","certainty"
"immoral",1,"Justin_Q7",6,7,"60","f","certainty"
"immoral",1,"Justin_Q8",NA,8,"60","f","certainty"
"immoral",1,"Justin_Q9",6,9,"60","f","impulsivity"
"immoral",1,"Justin_Q10",NA,10,"60","f","impulsivity"
"immoral",1,"Nate_Q1",NA,11,"60","s","quickness"
"immoral",1,"Nate_Q2",3,12,"60","s","character"
"immoral",1,"Nate_Q3",3,13,"60","s","character"
"immoral",1,"Nate_Q4",3,14,"60","s","character"
"immoral",1,"Nate_Q5",5,15,"60","s","certainty"
"immoral",1,"Nate_Q6",1,16,"60","s","certainty"
"immoral",1,"Nate_Q7",1,17,"60","s","certainty"
"immoral",1,"Nate_Q8",1,18,"60","s","certainty"
"immoral",1,"Nate_Q9",2,19,"60","s","impulsivity"
"immoral",1,"Nate_Q10",3,20,"60","s","impulsivity"
"immoral",1,"Justin_Q1",6,1,"61","f","quickness"
"immoral",1,"Justin_Q2",2,2,"61","f","character"
"immoral",1,"Justin_Q3",3,3,"61","f","character"
"immoral",1,"Justin_Q4",3,4,"61","f","character"
"immoral",1,"Justin_Q5",NA,5,"61","f","certainty"
"immoral",1,"Justin_Q6",5,6,"61","f","certainty"
"immoral",1,"Justin_Q7",6,7,"61","f","certainty"
"immoral",1,"Justin_Q8",NA,8,"61","f","certainty"
"immoral",1,"Justin_Q9",6,9,"61","f","impulsivity"
"immoral",1,"Justin_Q10",NA,10,"61","f","impulsivity"
"immoral",1,"Nate_Q1",1,11,"61","s","quickness"
"immoral",1,"Nate_Q2",2,12,"61","s","character"
"immoral",1,"Nate_Q3",3,13,"61","s","character"
"immoral",1,"Nate_Q4",6,14,"61","s","character"
"immoral",1,"Nate_Q5",5,15,"61","s","certainty"
"immoral",1,"Nate_Q6",NA,16,"61","s","certainty"
"immoral",1,"Nate_Q7",1,17,"61","s","certainty"
"immoral",1,"Nate_Q8",5,18,"61","s","certainty"
"immoral",1,"Nate_Q9",1,19,"61","s","impulsivity"
"immoral",1,"Nate_Q10",2,20,"61","s","impulsivity"
"immoral",1,"Justin_Q1",6,1,"62","f","quickness"
"immoral",1,"Justin_Q2",1,2,"62","f","character"
"immoral",1,"Justin_Q3",1,3,"62","f","character"
"immoral",1,"Justin_Q4",NA,4,"62","f","character"
"immoral",1,"Justin_Q5",NA,5,"62","f","certainty"
"immoral",1,"Justin_Q6",6,6,"62","f","certainty"
"immoral",1,"Justin_Q7",6,7,"62","f","certainty"
"immoral",1,"Justin_Q8",NA,8,"62","f","certainty"
"immoral",1,"Justin_Q9",6,9,"62","f","impulsivity"
"immoral",1,"Justin_Q10",NA,10,"62","f","impulsivity"
"immoral",1,"Nate_Q1",1,11,"62","s","quickness"
"immoral",1,"Nate_Q2",4,12,"62","s","character"
"immoral",1,"Nate_Q3",3,13,"62","s","character"
"immoral",1,"Nate_Q4",2,14,"62","s","character"
"immoral",1,"Nate_Q5",5,15,"62","s","certainty"
"immoral",1,"Nate_Q6",4,16,"62","s","certainty"
"immoral",1,"Nate_Q7",1,17,"62","s","certainty"
"immoral",1,"Nate_Q8",5,18,"62","s","certainty"
"immoral",1,"Nate_Q9",1,19,"62","s","impulsivity"
"immoral",1,"Nate_Q10",1,20,"62","s","impulsivity"
"moral",1,"Justin_Q1",1,1,"63","f","quickness"
"moral",1,"Justin_Q2",3,2,"63","f","character"
"moral",1,"Justin_Q3",3,3,"63","f","character"
"moral",1,"Justin_Q4",5,4,"63","f","character"
"moral",1,"Justin_Q5",NA,5,"63","f","certainty"
"moral",1,"Justin_Q6",6,6,"63","f","certainty"
"moral",1,"Justin_Q7",6,7,"63","f","certainty"
"moral",1,"Justin_Q8",NA,8,"63","f","certainty"
"moral",1,"Justin_Q9",6,9,"63","f","impulsivity"
"moral",1,"Justin_Q10",NA,10,"63","f","impulsivity"
"moral",1,"Nate_Q1",NA,11,"63","s","quickness"
"moral",1,"Nate_Q2",3,12,"63","s","character"
"moral",1,"Nate_Q3",4,13,"63","s","character"
"moral",1,"Nate_Q4",4,14,"63","s","character"
"moral",1,"Nate_Q5",6,15,"63","s","certainty"
"moral",1,"Nate_Q6",1,16,"63","s","certainty"
"moral",1,"Nate_Q7",NA,17,"63","s","certainty"
"moral",1,"Nate_Q8",6,18,"63","s","certainty"
"moral",1,"Nate_Q9",2,19,"63","s","impulsivity"
"moral",1,"Nate_Q10",NA,20,"63","s","impulsivity"
"moral",1,"Justin_Q1",6,1,"64","f","quickness"
"moral",1,"Justin_Q2",6,2,"64","f","character"
"moral",1,"Justin_Q3",6,3,"64","f","character"
"moral",1,"Justin_Q4",6,4,"64","f","character"
"moral",1,"Justin_Q5",NA,5,"64","f","certainty"
"moral",1,"Justin_Q6",6,6,"64","f","certainty"
"moral",1,"Justin_Q7",6,7,"64","f","certainty"
"moral",1,"Justin_Q8",NA,8,"64","f","certainty"
"moral",1,"Justin_Q9",6,9,"64","f","impulsivity"
"moral",1,"Justin_Q10",NA,10,"64","f","impulsivity"
"moral",1,"Nate_Q1",1,11,"64","s","quickness"
"moral",1,"Nate_Q2",3,12,"64","s","character"
"moral",1,"Nate_Q3",3,13,"64","s","character"
"moral",1,"Nate_Q4",3,14,"64","s","character"
"moral",1,"Nate_Q5",5,15,"64","s","certainty"
"moral",1,"Nate_Q6",NA,16,"64","s","certainty"
"moral",1,"Nate_Q7",NA,17,"64","s","certainty"
"moral",1,"Nate_Q8",5,18,"64","s","certainty"
"moral",1,"Nate_Q9",2,19,"64","s","impulsivity"
"moral",1,"Nate_Q10",2,20,"64","s","impulsivity"
"immoral",1,"Justin_Q1",6,1,"65","f","quickness"
"immoral",1,"Justin_Q2",1,2,"65","f","character"
"immoral",1,"Justin_Q3",2,3,"65","f","character"
"immoral",1,"Justin_Q4",5,4,"65","f","character"
"immoral",1,"Justin_Q5",1,5,"65","f","certainty"
"immoral",1,"Justin_Q6",6,6,"65","f","certainty"
"immoral",1,"Justin_Q7",6,7,"65","f","certainty"
"immoral",1,"Justin_Q8",NA,8,"65","f","certainty"
"immoral",1,"Justin_Q9",6,9,"65","f","impulsivity"
"immoral",1,"Justin_Q10",1,10,"65","f","impulsivity"
"immoral",1,"Nate_Q1",1,11,"65","s","quickness"
"immoral",1,"Nate_Q2",2,12,"65","s","character"
"immoral",1,"Nate_Q3",2,13,"65","s","character"
"immoral",1,"Nate_Q4",6,14,"65","s","character"
"immoral",1,"Nate_Q5",5,15,"65","s","certainty"
"immoral",1,"Nate_Q6",3,16,"65","s","certainty"
"immoral",1,"Nate_Q7",2,17,"65","s","certainty"
"immoral",1,"Nate_Q8",5,18,"65","s","certainty"
"immoral",1,"Nate_Q9",3,19,"65","s","impulsivity"
"immoral",1,"Nate_Q10",1,20,"65","s","impulsivity"
"immoral",1,"Justin_Q1",6,1,"66","f","quickness"
"immoral",1,"Justin_Q2",2,2,"66","f","character"
"immoral",1,"Justin_Q3",1,3,"66","f","character"
"immoral",1,"Justin_Q4",6,4,"66","f","character"
"immoral",1,"Justin_Q5",NA,5,"66","f","certainty"
"immoral",1,"Justin_Q6",6,6,"66","f","certainty"
"immoral",1,"Justin_Q7",6,7,"66","f","certainty"
"immoral",1,"Justin_Q8",NA,8,"66","f","certainty"
"immoral",1,"Justin_Q9",6,9,"66","f","impulsivity"
"immoral",1,"Justin_Q10",NA,10,"66","f","impulsivity"
"immoral",1,"Nate_Q1",1,11,"66","s","quickness"
"immoral",1,"Nate_Q2",4,12,"66","s","character"
"immoral",1,"Nate_Q3",4,13,"66","s","character"
"immoral",1,"Nate_Q4",6,14,"66","s","character"
"immoral",1,"Nate_Q5",6,15,"66","s","certainty"
"immoral",1,"Nate_Q6",1,16,"66","s","certainty"
"immoral",1,"Nate_Q7",NA,17,"66","s","certainty"
"immoral",1,"Nate_Q8",6,18,"66","s","certainty"
"immoral",1,"Nate_Q9",1,19,"66","s","impulsivity"
"immoral",1,"Nate_Q10",NA,20,"66","s","impulsivity"
"immoral",1,"Justin_Q1",4,1,"67","f","quickness"
"immoral",1,"Justin_Q2",4,2,"67","f","character"
"immoral",1,"Justin_Q3",4,3,"67","f","character"
"immoral",1,"Justin_Q4",3,4,"67","f","character"
"immoral",1,"Justin_Q5",4,5,"67","f","certainty"
"immoral",1,"Justin_Q6",4,6,"67","f","certainty"
"immoral",1,"Justin_Q7",2,7,"67","f","certainty"
"immoral",1,"Justin_Q8",3,8,"67","f","certainty"
"immoral",1,"Justin_Q9",3,9,"67","f","impulsivity"
"immoral",1,"Justin_Q10",4,10,"67","f","impulsivity"
"immoral",1,"Nate_Q1",5,11,"67","s","quickness"
"immoral",1,"Nate_Q2",2,12,"67","s","character"
"immoral",1,"Nate_Q3",4,13,"67","s","character"
"immoral",1,"Nate_Q4",2,14,"67","s","character"
"immoral",1,"Nate_Q5",5,15,"67","s","certainty"
"immoral",1,"Nate_Q6",5,16,"67","s","certainty"
"immoral",1,"Nate_Q7",3,17,"67","s","certainty"
"immoral",1,"Nate_Q8",4,18,"67","s","certainty"
"immoral",1,"Nate_Q9",4,19,"67","s","impulsivity"
"immoral",1,"Nate_Q10",2,20,"67","s","impulsivity"
"immoral",1,"Justin_Q1",6,1,"68","f","quickness"
"immoral",1,"Justin_Q2",1,2,"68","f","character"
"immoral",1,"Justin_Q3",2,3,"68","f","character"
"immoral",1,"Justin_Q4",1,4,"68","f","character"
"immoral",1,"Justin_Q5",NA,5,"68","f","certainty"
"immoral",1,"Justin_Q6",6,6,"68","f","certainty"
"immoral",1,"Justin_Q7",6,7,"68","f","certainty"
"immoral",1,"Justin_Q8",NA,8,"68","f","certainty"
"immoral",1,"Justin_Q9",6,9,"68","f","impulsivity"
"immoral",1,"Justin_Q10",5,10,"68","f","impulsivity"
"immoral",1,"Nate_Q1",1,11,"68","s","quickness"
"immoral",1,"Nate_Q2",3,12,"68","s","character"
"immoral",1,"Nate_Q3",3,13,"68","s","character"
"immoral",1,"Nate_Q4",3,14,"68","s","character"
"immoral",1,"Nate_Q5",6,15,"68","s","certainty"
"immoral",1,"Nate_Q6",3,16,"68","s","certainty"
"immoral",1,"Nate_Q7",2,17,"68","s","certainty"
"immoral",1,"Nate_Q8",5,18,"68","s","certainty"
"immoral",1,"Nate_Q9",2,19,"68","s","impulsivity"
"immoral",1,"Nate_Q10",3,20,"68","s","impulsivity"
"immoral",1,"Justin_Q1",6,1,"69","f","quickness"
"immoral",1,"Justin_Q2",NA,2,"69","f","character"
"immoral",1,"Justin_Q3",1,3,"69","f","character"
"immoral",1,"Justin_Q4",3,4,"69","f","character"
"immoral",1,"Justin_Q5",NA,5,"69","f","certainty"
"immoral",1,"Justin_Q6",6,6,"69","f","certainty"
"immoral",1,"Justin_Q7",6,7,"69","f","certainty"
"immoral",1,"Justin_Q8",NA,8,"69","f","certainty"
"immoral",1,"Justin_Q9",6,9,"69","f","impulsivity"
"immoral",1,"Justin_Q10",NA,10,"69","f","impulsivity"
"immoral",1,"Nate_Q1",1,11,"69","s","quickness"
"immoral",1,"Nate_Q2",3,12,"69","s","character"
"immoral",1,"Nate_Q3",3,13,"69","s","character"
"immoral",1,"Nate_Q4",4,14,"69","s","character"
"immoral",1,"Nate_Q5",3,15,"69","s","certainty"
"immoral",1,"Nate_Q6",2,16,"69","s","certainty"
"immoral",1,"Nate_Q7",1,17,"69","s","certainty"
"immoral",1,"Nate_Q8",5,18,"69","s","certainty"
"immoral",1,"Nate_Q9",5,19,"69","s","impulsivity"
"immoral",1,"Nate_Q10",1,20,"69","s","impulsivity"
"immoral",1,"Justin_Q1",6,1,"70","f","quickness"
"immoral",1,"Justin_Q2",1,2,"70","f","character"
"immoral",1,"Justin_Q3",2,3,"70","f","character"
"immoral",1,"Justin_Q4",4,4,"70","f","character"
"immoral",1,"Justin_Q5",NA,5,"70","f","certainty"
"immoral",1,"Justin_Q6",6,6,"70","f","certainty"
"immoral",1,"Justin_Q7",6,7,"70","f","certainty"
"immoral",1,"Justin_Q8",1,8,"70","f","certainty"
"immoral",1,"Justin_Q9",6,9,"70","f","impulsivity"
"immoral",1,"Justin_Q10",NA,10,"70","f","impulsivity"
"immoral",1,"Nate_Q1",NA,11,"70","s","quickness"
"immoral",1,"Nate_Q2",3,12,"70","s","character"
"immoral",1,"Nate_Q3",3,13,"70","s","character"
"immoral",1,"Nate_Q4",6,14,"70","s","character"
"immoral",1,"Nate_Q5",6,15,"70","s","certainty"
"immoral",1,"Nate_Q6",NA,16,"70","s","certainty"
"immoral",1,"Nate_Q7",NA,17,"70","s","certainty"
"immoral",1,"Nate_Q8",6,18,"70","s","certainty"
"immoral",1,"Nate_Q9",2,19,"70","s","impulsivity"
"immoral",1,"Nate_Q10",NA,20,"70","s","impulsivity"
"immoral",1,"Justin_Q1",6,1,"71","f","quickness"
"immoral",1,"Justin_Q2",2,2,"71","f","character"
"immoral",1,"Justin_Q3",2,3,"71","f","character"
"immoral",1,"Justin_Q4",4,4,"71","f","character"
"immoral",1,"Justin_Q5",NA,5,"71","f","certainty"
"immoral",1,"Justin_Q6",6,6,"71","f","certainty"
"immoral",1,"Justin_Q7",6,7,"71","f","certainty"
"immoral",1,"Justin_Q8",NA,8,"71","f","certainty"
"immoral",1,"Justin_Q9",5,9,"71","f","impulsivity"
"immoral",1,"Justin_Q10",NA,10,"71","f","impulsivity"
"immoral",1,"Nate_Q1",NA,11,"71","s","quickness"
"immoral",1,"Nate_Q2",4,12,"71","s","character"
"immoral",1,"Nate_Q3",4,13,"71","s","character"
"immoral",1,"Nate_Q4",5,14,"71","s","character"
"immoral",1,"Nate_Q5",5,15,"71","s","certainty"
"immoral",1,"Nate_Q6",2,16,"71","s","certainty"
"immoral",1,"Nate_Q7",5,17,"71","s","certainty"
"immoral",1,"Nate_Q8",5,18,"71","s","certainty"
"immoral",1,"Nate_Q9",3,19,"71","s","impulsivity"
"immoral",1,"Nate_Q10",3,20,"71","s","impulsivity"
"immoral",1,"Justin_Q1",6,1,"72","f","quickness"
"immoral",1,"Justin_Q2",6,2,"72","f","character"
"immoral",1,"Justin_Q3",6,3,"72","f","character"
"immoral",1,"Justin_Q4",6,4,"72","f","character"
"immoral",1,"Justin_Q5",6,5,"72","f","certainty"
"immoral",1,"Justin_Q6",6,6,"72","f","certainty"
"immoral",1,"Justin_Q7",NA,7,"72","f","certainty"
"immoral",1,"Justin_Q8",6,8,"72","f","certainty"
"immoral",1,"Justin_Q9",6,9,"72","f","impulsivity"
"immoral",1,"Justin_Q10",NA,10,"72","f","impulsivity"
"immoral",1,"Nate_Q1",NA,11,"72","s","quickness"
"immoral",1,"Nate_Q2",3,12,"72","s","character"
"immoral",1,"Nate_Q3",3,13,"72","s","character"
"immoral",1,"Nate_Q4",6,14,"72","s","character"
"immoral",1,"Nate_Q5",6,15,"72","s","certainty"
"immoral",1,"Nate_Q6",4,16,"72","s","certainty"
"immoral",1,"Nate_Q7",NA,17,"72","s","certainty"
"immoral",1,"Nate_Q8",6,18,"72","s","certainty"
"immoral",1,"Nate_Q9",6,19,"72","s","impulsivity"
"immoral",1,"Nate_Q10",6,20,"72","s","impulsivity"
"immoral",1,"Justin_Q1",5,1,"73","f","quickness"
"immoral",1,"Justin_Q2",3,2,"73","f","character"
"immoral",1,"Justin_Q3",1,3,"73","f","character"
"immoral",1,"Justin_Q4",2,4,"73","f","character"
"immoral",1,"Justin_Q5",2,5,"73","f","certainty"
"immoral",1,"Justin_Q6",5,6,"73","f","certainty"
"immoral",1,"Justin_Q7",5,7,"73","f","certainty"
"immoral",1,"Justin_Q8",1,8,"73","f","certainty"
"immoral",1,"Justin_Q9",5,9,"73","f","impulsivity"
"immoral",1,"Justin_Q10",3,10,"73","f","impulsivity"
"immoral",1,"Nate_Q1",1,11,"73","s","quickness"
"immoral",1,"Nate_Q2",3,12,"73","s","character"
"immoral",1,"Nate_Q3",3,13,"73","s","character"
"immoral",1,"Nate_Q4",3,14,"73","s","character"
"immoral",1,"Nate_Q5",5,15,"73","s","certainty"
"immoral",1,"Nate_Q6",2,16,"73","s","certainty"
"immoral",1,"Nate_Q7",5,17,"73","s","certainty"
"immoral",1,"Nate_Q8",5,18,"73","s","certainty"
"immoral",1,"Nate_Q9",2,19,"73","s","impulsivity"
"immoral",1,"Nate_Q10",1,20,"73","s","impulsivity"
"immoral",1,"Justin_Q1",5,1,"74","f","quickness"
"immoral",1,"Justin_Q2",2,2,"74","f","character"
"immoral",1,"Justin_Q3",2,3,"74","f","character"
"immoral",1,"Justin_Q4",2,4,"74","f","character"
"immoral",1,"Justin_Q5",3,5,"74","f","certainty"
"immoral",1,"Justin_Q6",2,6,"74","f","certainty"
"immoral",1,"Justin_Q7",5,7,"74","f","certainty"
"immoral",1,"Justin_Q8",4,8,"74","f","certainty"
"immoral",1,"Justin_Q9",4,9,"74","f","impulsivity"
"immoral",1,"Justin_Q10",1,10,"74","f","impulsivity"
"immoral",1,"Nate_Q1",1,11,"74","s","quickness"
"immoral",1,"Nate_Q2",3,12,"74","s","character"
"immoral",1,"Nate_Q3",4,13,"74","s","character"
"immoral",1,"Nate_Q4",4,14,"74","s","character"
"immoral",1,"Nate_Q5",4,15,"74","s","certainty"
"immoral",1,"Nate_Q6",2,16,"74","s","certainty"
"immoral",1,"Nate_Q7",5,17,"74","s","certainty"
"immoral",1,"Nate_Q8",3,18,"74","s","certainty"
"immoral",1,"Nate_Q9",4,19,"74","s","impulsivity"
"immoral",1,"Nate_Q10",2,20,"74","s","impulsivity"
"moral",1,"Justin_Q1",5,1,"75","f","quickness"
"moral",1,"Justin_Q2",6,2,"75","f","character"
"moral",1,"Justin_Q3",6,3,"75","f","character"
"moral",1,"Justin_Q4",6,4,"75","f","character"
"moral",1,"Justin_Q5",NA,5,"75","f","certainty"
"moral",1,"Justin_Q6",5,6,"75","f","certainty"
"moral",1,"Justin_Q7",5,7,"75","f","certainty"
"moral",1,"Justin_Q8",3,8,"75","f","certainty"
"moral",1,"Justin_Q9",6,9,"75","f","impulsivity"
"moral",1,"Justin_Q10",NA,10,"75","f","impulsivity"
"moral",1,"Nate_Q1",NA,11,"75","s","quickness"
"moral",1,"Nate_Q2",3,12,"75","s","character"
"moral",1,"Nate_Q3",5,13,"75","s","character"
"moral",1,"Nate_Q4",5,14,"75","s","character"
"moral",1,"Nate_Q5",5,15,"75","s","certainty"
"moral",1,"Nate_Q6",NA,16,"75","s","certainty"
"moral",1,"Nate_Q7",NA,17,"75","s","certainty"
"moral",1,"Nate_Q8",6,18,"75","s","certainty"
"moral",1,"Nate_Q9",3,19,"75","s","impulsivity"
"moral",1,"Nate_Q10",4,20,"75","s","impulsivity"
"moral",1,"Justin_Q1",4,1,"76","f","quickness"
"moral",1,"Justin_Q2",5,2,"76","f","character"
"moral",1,"Justin_Q3",5,3,"76","f","character"
"moral",1,"Justin_Q4",5,4,"76","f","character"
"moral",1,"Justin_Q5",5,5,"76","f","certainty"
"moral",1,"Justin_Q6",4,6,"76","f","certainty"
"moral",1,"Justin_Q7",4,7,"76","f","certainty"
"moral",1,"Justin_Q8",4,8,"76","f","certainty"
"moral",1,"Justin_Q9",4,9,"76","f","impulsivity"
"moral",1,"Justin_Q10",4,10,"76","f","impulsivity"
"moral",1,"Nate_Q1",4,11,"76","s","quickness"
"moral",1,"Nate_Q2",4,12,"76","s","character"
"moral",1,"Nate_Q3",4,13,"76","s","character"
"moral",1,"Nate_Q4",4,14,"76","s","character"
"moral",1,"Nate_Q5",4,15,"76","s","certainty"
"moral",1,"Nate_Q6",4,16,"76","s","certainty"
"moral",1,"Nate_Q7",3,17,"76","s","certainty"
"moral",1,"Nate_Q8",2,18,"76","s","certainty"
"moral",1,"Nate_Q9",5,19,"76","s","impulsivity"
"moral",1,"Nate_Q10",1,20,"76","s","impulsivity"
"immoral",1,"Justin_Q1",6,1,"77","f","quickness"
"immoral",1,"Justin_Q2",NA,2,"77","f","character"
"immoral",1,"Justin_Q3",1,3,"77","f","character"
"immoral",1,"Justin_Q4",NA,4,"77","f","character"
"immoral",1,"Justin_Q5",NA,5,"77","f","certainty"
"immoral",1,"Justin_Q6",6,6,"77","f","certainty"
"immoral",1,"Justin_Q7",6,7,"77","f","certainty"
"immoral",1,"Justin_Q8",NA,8,"77","f","certainty"
"immoral",1,"Justin_Q9",3,9,"77","f","impulsivity"
"immoral",1,"Justin_Q10",NA,10,"77","f","impulsivity"
"immoral",1,"Nate_Q1",NA,11,"77","s","quickness"
"immoral",1,"Nate_Q2",3,12,"77","s","character"
"immoral",1,"Nate_Q3",3,13,"77","s","character"
"immoral",1,"Nate_Q4",4,14,"77","s","character"
"immoral",1,"Nate_Q5",5,15,"77","s","certainty"
"immoral",1,"Nate_Q6",NA,16,"77","s","certainty"
"immoral",1,"Nate_Q7",NA,17,"77","s","certainty"
"immoral",1,"Nate_Q8",5,18,"77","s","certainty"
"immoral",1,"Nate_Q9",3,19,"77","s","impulsivity"
"immoral",1,"Nate_Q10",NA,20,"77","s","impulsivity"
"immoral",1,"Justin_Q1",4,1,"78","f","quickness"
"immoral",1,"Justin_Q2",3,2,"78","f","character"
"immoral",1,"Justin_Q3",3,3,"78","f","character"
"immoral",1,"Justin_Q4",4,4,"78","f","character"
"immoral",1,"Justin_Q5",3,5,"78","f","certainty"
"immoral",1,"Justin_Q6",4,6,"78","f","certainty"
"immoral",1,"Justin_Q7",2,7,"78","f","certainty"
"immoral",1,"Justin_Q8",3,8,"78","f","certainty"
"immoral",1,"Justin_Q9",4,9,"78","f","impulsivity"
"immoral",1,"Justin_Q10",3,10,"78","f","impulsivity"
"immoral",1,"Nate_Q1",4,11,"78","s","quickness"
"immoral",1,"Nate_Q2",4,12,"78","s","character"
"immoral",1,"Nate_Q3",3,13,"78","s","character"
"immoral",1,"Nate_Q4",4,14,"78","s","character"
"immoral",1,"Nate_Q5",4,15,"78","s","certainty"
"immoral",1,"Nate_Q6",4,16,"78","s","certainty"
"immoral",1,"Nate_Q7",4,17,"78","s","certainty"
"immoral",1,"Nate_Q8",4,18,"78","s","certainty"
"immoral",1,"Nate_Q9",3,19,"78","s","impulsivity"
"immoral",1,"Nate_Q10",2,20,"78","s","impulsivity"
"moral",1,"Justin_Q1",6,1,"79","f","quickness"
"moral",1,"Justin_Q2",6,2,"79","f","character"
"moral",1,"Justin_Q3",6,3,"79","f","character"
"moral",1,"Justin_Q4",6,4,"79","f","character"
"moral",1,"Justin_Q5",6,5,"79","f","certainty"
"moral",1,"Justin_Q6",6,6,"79","f","certainty"
"moral",1,"Justin_Q7",6,7,"79","f","certainty"
"moral",1,"Justin_Q8",5,8,"79","f","certainty"
"moral",1,"Justin_Q9",6,9,"79","f","impulsivity"
"moral",1,"Justin_Q10",NA,10,"79","f","impulsivity"
"moral",1,"Nate_Q1",1,11,"79","s","quickness"
"moral",1,"Nate_Q2",4,12,"79","s","character"
"moral",1,"Nate_Q3",3,13,"79","s","character"
"moral",1,"Nate_Q4",3,14,"79","s","character"
"moral",1,"Nate_Q5",5,15,"79","s","certainty"
"moral",1,"Nate_Q6",3,16,"79","s","certainty"
"moral",1,"Nate_Q7",3,17,"79","s","certainty"
"moral",1,"Nate_Q8",5,18,"79","s","certainty"
"moral",1,"Nate_Q9",6,19,"79","s","impulsivity"
"moral",1,"Nate_Q10",5,20,"79","s","impulsivity"
"moral",1,"Justin_Q1",5,1,"80","f","quickness"
"moral",1,"Justin_Q2",6,2,"80","f","character"
"moral",1,"Justin_Q3",5,3,"80","f","character"
"moral",1,"Justin_Q4",5,4,"80","f","character"
"moral",1,"Justin_Q5",5,5,"80","f","certainty"
"moral",1,"Justin_Q6",5,6,"80","f","certainty"
"moral",1,"Justin_Q7",6,7,"80","f","certainty"
"moral",1,"Justin_Q8",NA,8,"80","f","certainty"
"moral",1,"Justin_Q9",4,9,"80","f","impulsivity"
"moral",1,"Justin_Q10",NA,10,"80","f","impulsivity"
"moral",1,"Nate_Q1",3,11,"80","s","quickness"
"moral",1,"Nate_Q2",3,12,"80","s","character"
"moral",1,"Nate_Q3",3,13,"80","s","character"
"moral",1,"Nate_Q4",3,14,"80","s","character"
"moral",1,"Nate_Q5",4,15,"80","s","certainty"
"moral",1,"Nate_Q6",2,16,"80","s","certainty"
"moral",1,"Nate_Q7",1,17,"80","s","certainty"
"moral",1,"Nate_Q8",2,18,"80","s","certainty"
"moral",1,"Nate_Q9",2,19,"80","s","impulsivity"
"moral",1,"Nate_Q10",2,20,"80","s","impulsivity"
"moral",1,"Justin_Q1",6,1,"81","f","quickness"
"moral",1,"Justin_Q2",5,2,"81","f","character"
"moral",1,"Justin_Q3",5,3,"81","f","character"
"moral",1,"Justin_Q4",5,4,"81","f","character"
"moral",1,"Justin_Q5",NA,5,"81","f","certainty"
"moral",1,"Justin_Q6",5,6,"81","f","certainty"
"moral",1,"Justin_Q7",6,7,"81","f","certainty"
"moral",1,"Justin_Q8",1,8,"81","f","certainty"
"moral",1,"Justin_Q9",4,9,"81","f","impulsivity"
"moral",1,"Justin_Q10",2,10,"81","f","impulsivity"
"moral",1,"Nate_Q1",NA,11,"81","s","quickness"
"moral",1,"Nate_Q2",4,12,"81","s","character"
"moral",1,"Nate_Q3",5,13,"81","s","character"
"moral",1,"Nate_Q4",5,14,"81","s","character"
"moral",1,"Nate_Q5",5,15,"81","s","certainty"
"moral",1,"Nate_Q6",3,16,"81","s","certainty"
"moral",1,"Nate_Q7",2,17,"81","s","certainty"
"moral",1,"Nate_Q8",4,18,"81","s","certainty"
"moral",1,"Nate_Q9",4,19,"81","s","impulsivity"
"moral",1,"Nate_Q10",NA,20,"81","s","impulsivity"
"immoral",1,"Justin_Q1",6,1,"82","f","quickness"
"immoral",1,"Justin_Q2",1,2,"82","f","character"
"immoral",1,"Justin_Q3",3,3,"82","f","character"
"immoral",1,"Justin_Q4",3,4,"82","f","character"
"immoral",1,"Justin_Q5",NA,5,"82","f","certainty"
"immoral",1,"Justin_Q6",6,6,"82","f","certainty"
"immoral",1,"Justin_Q7",6,7,"82","f","certainty"
"immoral",1,"Justin_Q8",NA,8,"82","f","certainty"
"immoral",1,"Justin_Q9",6,9,"82","f","impulsivity"
"immoral",1,"Justin_Q10",NA,10,"82","f","impulsivity"
"immoral",1,"Nate_Q1",NA,11,"82","s","quickness"
"immoral",1,"Nate_Q2",3,12,"82","s","character"
"immoral",1,"Nate_Q3",3,13,"82","s","character"
"immoral",1,"Nate_Q4",5,14,"82","s","character"
"immoral",1,"Nate_Q5",6,15,"82","s","certainty"
"immoral",1,"Nate_Q6",NA,16,"82","s","certainty"
"immoral",1,"Nate_Q7",NA,17,"82","s","certainty"
"immoral",1,"Nate_Q8",6,18,"82","s","certainty"
"immoral",1,"Nate_Q9",NA,19,"82","s","impulsivity"
"immoral",1,"Nate_Q10",NA,20,"82","s","impulsivity"
