"condition","group","question","value","trial_index","ID","FastorSlow","measure"
"moral",2,"Justin_Q5",1,5,"150","f","certainty"
"moral",2,"Justin_Q6",7,6,"150","f","certainty"
"moral",2,"Justin_Q7",6,7,"150","f","certainty"
"moral",2,"Justin_Q8",1,8,"150","f","certainty"
"moral",2,"Justin_Q9",6,9,"150","f","impulsivity"
"moral",2,"Justin_Q10",1,10,"150","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"150","s","quickness"
"moral",2,"Nate_Q2",5,12,"150","s","character"
"moral",2,"Nate_Q3",6,13,"150","s","character"
"moral",2,"Nate_Q4",6,14,"150","s","character"
"moral",2,"Nate_Q5",7,15,"150","s","certainty"
"moral",2,"Nate_Q6",2,16,"150","s","certainty"
"moral",2,"Nate_Q7",1,17,"150","s","certainty"
"moral",2,"Nate_Q8",7,18,"150","s","certainty"
"moral",2,"Nate_Q9",4,19,"150","s","impulsivity"
"moral",2,"Nate_Q10",5,20,"150","s","impulsivity"
"immoral",2,"Justin_Q1",2,1,"151","f","quickness"
"immoral",2,"Justin_Q2",2,2,"151","f","character"
"immoral",2,"Justin_Q3",2,3,"151","f","character"
"immoral",2,"Justin_Q4",2,4,"151","f","character"
"immoral",2,"Justin_Q5",1,5,"151","f","certainty"
"immoral",2,"Justin_Q6",7,6,"151","f","certainty"
"immoral",2,"Justin_Q7",7,7,"151","f","certainty"
"immoral",2,"Justin_Q8",1,8,"151","f","certainty"
"immoral",2,"Justin_Q9",6,9,"151","f","impulsivity"
"immoral",2,"Justin_Q10",4,10,"151","f","impulsivity"
"immoral",2,"Nate_Q1",1,11,"151","s","quickness"
"immoral",2,"Nate_Q2",4,12,"151","s","character"
"immoral",2,"Nate_Q3",4,13,"151","s","character"
"immoral",2,"Nate_Q4",4,14,"151","s","character"
"immoral",2,"Nate_Q5",7,15,"151","s","certainty"
"immoral",2,"Nate_Q6",3,16,"151","s","certainty"
"immoral",2,"Nate_Q7",1,17,"151","s","certainty"
"immoral",2,"Nate_Q8",7,18,"151","s","certainty"
"immoral",2,"Nate_Q9",1,19,"151","s","impulsivity"
"immoral",2,"Nate_Q10",7,20,"151","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"152","f","quickness"
"moral",2,"Justin_Q2",6,2,"152","f","character"
"moral",2,"Justin_Q3",6,3,"152","f","character"
"moral",2,"Justin_Q4",6,4,"152","f","character"
"moral",2,"Justin_Q5",1,5,"152","f","certainty"
"moral",2,"Justin_Q6",7,6,"152","f","certainty"
"moral",2,"Justin_Q7",7,7,"152","f","certainty"
"moral",2,"Justin_Q8",1,8,"152","f","certainty"
"moral",2,"Justin_Q9",7,9,"152","f","impulsivity"
"moral",2,"Justin_Q10",1,10,"152","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"152","s","quickness"
"moral",2,"Nate_Q2",5,12,"152","s","character"
"moral",2,"Nate_Q3",5,13,"152","s","character"
"moral",2,"Nate_Q4",5,14,"152","s","character"
"moral",2,"Nate_Q5",7,15,"152","s","certainty"
"moral",2,"Nate_Q6",2,16,"152","s","certainty"
"moral",2,"Nate_Q7",2,17,"152","s","certainty"
"moral",2,"Nate_Q8",6,18,"152","s","certainty"
"moral",2,"Nate_Q9",4,19,"152","s","impulsivity"
"moral",2,"Nate_Q10",1,20,"152","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"153","f","quickness"
"moral",2,"Justin_Q2",7,2,"153","f","character"
"moral",2,"Justin_Q3",7,3,"153","f","character"
"moral",2,"Justin_Q4",7,4,"153","f","character"
"moral",2,"Justin_Q5",1,5,"153","f","certainty"
"moral",2,"Justin_Q6",7,6,"153","f","certainty"
"moral",2,"Justin_Q7",7,7,"153","f","certainty"
"moral",2,"Justin_Q8",1,8,"153","f","certainty"
"moral",2,"Justin_Q9",7,9,"153","f","impulsivity"
"moral",2,"Justin_Q10",1,10,"153","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"153","s","quickness"
"moral",2,"Nate_Q2",2,12,"153","s","character"
"moral",2,"Nate_Q3",2,13,"153","s","character"
"moral",2,"Nate_Q4",2,14,"153","s","character"
"moral",2,"Nate_Q5",7,15,"153","s","certainty"
"moral",2,"Nate_Q6",1,16,"153","s","certainty"
"moral",2,"Nate_Q7",1,17,"153","s","certainty"
"moral",2,"Nate_Q8",7,18,"153","s","certainty"
"moral",2,"Nate_Q9",3,19,"153","s","impulsivity"
"moral",2,"Nate_Q10",4,20,"153","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"154","f","quickness"
"moral",2,"Justin_Q2",6,2,"154","f","character"
"moral",2,"Justin_Q3",5,3,"154","f","character"
"moral",2,"Justin_Q4",6,4,"154","f","character"
"moral",2,"Justin_Q5",2,5,"154","f","certainty"
"moral",2,"Justin_Q6",6,6,"154","f","certainty"
"moral",2,"Justin_Q7",6,7,"154","f","certainty"
"moral",2,"Justin_Q8",2,8,"154","f","certainty"
"moral",2,"Justin_Q9",5,9,"154","f","impulsivity"
"moral",2,"Justin_Q10",2,10,"154","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"154","s","quickness"
"moral",2,"Nate_Q2",5,12,"154","s","character"
"moral",2,"Nate_Q3",5,13,"154","s","character"
"moral",2,"Nate_Q4",4,14,"154","s","character"
"moral",2,"Nate_Q5",4,15,"154","s","certainty"
"moral",2,"Nate_Q6",3,16,"154","s","certainty"
"moral",2,"Nate_Q7",4,17,"154","s","certainty"
"moral",2,"Nate_Q8",5,18,"154","s","certainty"
"moral",2,"Nate_Q9",5,19,"154","s","impulsivity"
"moral",2,"Nate_Q10",4,20,"154","s","impulsivity"
"immoral",2,"Justin_Q1",2,1,"155","f","quickness"
"immoral",2,"Justin_Q2",1,2,"155","f","character"
"immoral",2,"Justin_Q3",1,3,"155","f","character"
"immoral",2,"Justin_Q4",2,4,"155","f","character"
"immoral",2,"Justin_Q5",1,5,"155","f","certainty"
"immoral",2,"Justin_Q6",7,6,"155","f","certainty"
"immoral",2,"Justin_Q7",7,7,"155","f","certainty"
"immoral",2,"Justin_Q8",1,8,"155","f","certainty"
"immoral",2,"Justin_Q9",6,9,"155","f","impulsivity"
"immoral",2,"Justin_Q10",1,10,"155","f","impulsivity"
"immoral",2,"Nate_Q1",1,11,"155","s","quickness"
"immoral",2,"Nate_Q2",3,12,"155","s","character"
"immoral",2,"Nate_Q3",2,13,"155","s","character"
"immoral",2,"Nate_Q4",4,14,"155","s","character"
"immoral",2,"Nate_Q5",7,15,"155","s","certainty"
"immoral",2,"Nate_Q6",6,16,"155","s","certainty"
"immoral",2,"Nate_Q7",2,17,"155","s","certainty"
"immoral",2,"Nate_Q8",7,18,"155","s","certainty"
"immoral",2,"Nate_Q9",1,19,"155","s","impulsivity"
"immoral",2,"Nate_Q10",1,20,"155","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"156","f","quickness"
"moral",2,"Justin_Q2",6,2,"156","f","character"
"moral",2,"Justin_Q3",7,3,"156","f","character"
"moral",2,"Justin_Q4",7,4,"156","f","character"
"moral",2,"Justin_Q5",7,5,"156","f","certainty"
"moral",2,"Justin_Q6",6,6,"156","f","certainty"
"moral",2,"Justin_Q7",7,7,"156","f","certainty"
"moral",2,"Justin_Q8",1,8,"156","f","certainty"
"moral",2,"Justin_Q9",7,9,"156","f","impulsivity"
"moral",2,"Justin_Q10",1,10,"156","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"156","s","quickness"
"moral",2,"Nate_Q2",4,12,"156","s","character"
"moral",2,"Nate_Q3",5,13,"156","s","character"
"moral",2,"Nate_Q4",5,14,"156","s","character"
"moral",2,"Nate_Q5",4,15,"156","s","certainty"
"moral",2,"Nate_Q6",3,16,"156","s","certainty"
"moral",2,"Nate_Q7",3,17,"156","s","certainty"
"moral",2,"Nate_Q8",3,18,"156","s","certainty"
"moral",2,"Nate_Q9",3,19,"156","s","impulsivity"
"moral",2,"Nate_Q10",1,20,"156","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"157","f","quickness"
"moral",2,"Justin_Q2",7,2,"157","f","character"
"moral",2,"Justin_Q3",6,3,"157","f","character"
"moral",2,"Justin_Q4",6,4,"157","f","character"
"moral",2,"Justin_Q5",1,5,"157","f","certainty"
"moral",2,"Justin_Q6",7,6,"157","f","certainty"
"moral",2,"Justin_Q7",7,7,"157","f","certainty"
"moral",2,"Justin_Q8",2,8,"157","f","certainty"
"moral",2,"Justin_Q9",7,9,"157","f","impulsivity"
"moral",2,"Justin_Q10",2,10,"157","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"157","s","quickness"
"moral",2,"Nate_Q2",4,12,"157","s","character"
"moral",2,"Nate_Q3",4,13,"157","s","character"
"moral",2,"Nate_Q4",5,14,"157","s","character"
"moral",2,"Nate_Q5",5,15,"157","s","certainty"
"moral",2,"Nate_Q6",5,16,"157","s","certainty"
"moral",2,"Nate_Q7",4,17,"157","s","certainty"
"moral",2,"Nate_Q8",4,18,"157","s","certainty"
"moral",2,"Nate_Q9",3,19,"157","s","impulsivity"
"moral",2,"Nate_Q10",3,20,"157","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"158","f","quickness"
"moral",2,"Justin_Q2",7,2,"158","f","character"
"moral",2,"Justin_Q3",7,3,"158","f","character"
"moral",2,"Justin_Q4",7,4,"158","f","character"
"moral",2,"Justin_Q5",7,5,"158","f","certainty"
"moral",2,"Justin_Q6",7,6,"158","f","certainty"
"moral",2,"Justin_Q7",7,7,"158","f","certainty"
"moral",2,"Justin_Q8",1,8,"158","f","certainty"
"moral",2,"Justin_Q9",7,9,"158","f","impulsivity"
"moral",2,"Justin_Q10",1,10,"158","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"158","s","quickness"
"moral",2,"Nate_Q2",4,12,"158","s","character"
"moral",2,"Nate_Q3",4,13,"158","s","character"
"moral",2,"Nate_Q4",4,14,"158","s","character"
"moral",2,"Nate_Q5",7,15,"158","s","certainty"
"moral",2,"Nate_Q6",1,16,"158","s","certainty"
"moral",2,"Nate_Q7",2,17,"158","s","certainty"
"moral",2,"Nate_Q8",7,18,"158","s","certainty"
"moral",2,"Nate_Q9",4,19,"158","s","impulsivity"
"moral",2,"Nate_Q10",2,20,"158","s","impulsivity"
"immoral",2,"Justin_Q1",2,1,"159","f","quickness"
"immoral",2,"Justin_Q2",2,2,"159","f","character"
"immoral",2,"Justin_Q3",3,3,"159","f","character"
"immoral",2,"Justin_Q4",2,4,"159","f","character"
"immoral",2,"Justin_Q5",1,5,"159","f","certainty"
"immoral",2,"Justin_Q6",7,6,"159","f","certainty"
"immoral",2,"Justin_Q7",5,7,"159","f","certainty"
"immoral",2,"Justin_Q8",2,8,"159","f","certainty"
"immoral",2,"Justin_Q9",7,9,"159","f","impulsivity"
"immoral",2,"Justin_Q10",1,10,"159","f","impulsivity"
"immoral",2,"Nate_Q1",1,11,"159","s","quickness"
"immoral",2,"Nate_Q2",4,12,"159","s","character"
"immoral",2,"Nate_Q3",5,13,"159","s","character"
"immoral",2,"Nate_Q4",4,14,"159","s","character"
"immoral",2,"Nate_Q5",5,15,"159","s","certainty"
"immoral",2,"Nate_Q6",3,16,"159","s","certainty"
"immoral",2,"Nate_Q7",3,17,"159","s","certainty"
"immoral",2,"Nate_Q8",5,18,"159","s","certainty"
"immoral",2,"Nate_Q9",4,19,"159","s","impulsivity"
"immoral",2,"Nate_Q10",1,20,"159","s","impulsivity"
"immoral",2,"Justin_Q1",2,1,"160","f","quickness"
"immoral",2,"Justin_Q2",1,2,"160","f","character"
"immoral",2,"Justin_Q3",1,3,"160","f","character"
"immoral",2,"Justin_Q4",1,4,"160","f","character"
"immoral",2,"Justin_Q5",1,5,"160","f","certainty"
"immoral",2,"Justin_Q6",6,6,"160","f","certainty"
"immoral",2,"Justin_Q7",6,7,"160","f","certainty"
"immoral",2,"Justin_Q8",3,8,"160","f","certainty"
"immoral",2,"Justin_Q9",4,9,"160","f","impulsivity"
"immoral",2,"Justin_Q10",3,10,"160","f","impulsivity"
"immoral",2,"Nate_Q1",1,11,"160","s","quickness"
"immoral",2,"Nate_Q2",4,12,"160","s","character"
"immoral",2,"Nate_Q3",4,13,"160","s","character"
"immoral",2,"Nate_Q4",5,14,"160","s","character"
"immoral",2,"Nate_Q5",6,15,"160","s","certainty"
"immoral",2,"Nate_Q6",2,16,"160","s","certainty"
"immoral",2,"Nate_Q7",2,17,"160","s","certainty"
"immoral",2,"Nate_Q8",3,18,"160","s","certainty"
"immoral",2,"Nate_Q9",2,19,"160","s","impulsivity"
"immoral",2,"Nate_Q10",3,20,"160","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"161","f","quickness"
"moral",2,"Justin_Q2",7,2,"161","f","character"
"moral",2,"Justin_Q3",7,3,"161","f","character"
"moral",2,"Justin_Q4",7,4,"161","f","character"
"moral",2,"Justin_Q5",1,5,"161","f","certainty"
"moral",2,"Justin_Q6",7,6,"161","f","certainty"
"moral",2,"Justin_Q7",7,7,"161","f","certainty"
"moral",2,"Justin_Q8",1,8,"161","f","certainty"
"moral",2,"Justin_Q9",7,9,"161","f","impulsivity"
"moral",2,"Justin_Q10",1,10,"161","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"161","s","quickness"
"moral",2,"Nate_Q2",7,12,"161","s","character"
"moral",2,"Nate_Q3",7,13,"161","s","character"
"moral",2,"Nate_Q4",7,14,"161","s","character"
"moral",2,"Nate_Q5",5,15,"161","s","certainty"
"moral",2,"Nate_Q6",4,16,"161","s","certainty"
"moral",2,"Nate_Q7",3,17,"161","s","certainty"
"moral",2,"Nate_Q8",3,18,"161","s","certainty"
"moral",2,"Nate_Q9",3,19,"161","s","impulsivity"
"moral",2,"Nate_Q10",1,20,"161","s","impulsivity"
"immoral",2,"Justin_Q1",2,1,"162","f","quickness"
"immoral",2,"Justin_Q2",3,2,"162","f","character"
"immoral",2,"Justin_Q3",3,3,"162","f","character"
"immoral",2,"Justin_Q4",3,4,"162","f","character"
"immoral",2,"Justin_Q5",1,5,"162","f","certainty"
"immoral",2,"Justin_Q6",7,6,"162","f","certainty"
"immoral",2,"Justin_Q7",7,7,"162","f","certainty"
"immoral",2,"Justin_Q8",1,8,"162","f","certainty"
"immoral",2,"Justin_Q9",7,9,"162","f","impulsivity"
"immoral",2,"Justin_Q10",1,10,"162","f","impulsivity"
"immoral",2,"Nate_Q1",1,11,"162","s","quickness"
"immoral",2,"Nate_Q2",6,12,"162","s","character"
"immoral",2,"Nate_Q3",6,13,"162","s","character"
"immoral",2,"Nate_Q4",6,14,"162","s","character"
"immoral",2,"Nate_Q5",6,15,"162","s","certainty"
"immoral",2,"Nate_Q6",2,16,"162","s","certainty"
"immoral",2,"Nate_Q7",2,17,"162","s","certainty"
"immoral",2,"Nate_Q8",6,18,"162","s","certainty"
"immoral",2,"Nate_Q9",6,19,"162","s","impulsivity"
"immoral",2,"Nate_Q10",4,20,"162","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"163","f","quickness"
"moral",2,"Justin_Q2",7,2,"163","f","character"
"moral",2,"Justin_Q3",7,3,"163","f","character"
"moral",2,"Justin_Q4",7,4,"163","f","character"
"moral",2,"Justin_Q5",1,5,"163","f","certainty"
"moral",2,"Justin_Q6",7,6,"163","f","certainty"
"moral",2,"Justin_Q7",2,7,"163","f","certainty"
"moral",2,"Justin_Q8",1,8,"163","f","certainty"
"moral",2,"Justin_Q9",7,9,"163","f","impulsivity"
"moral",2,"Justin_Q10",1,10,"163","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"163","s","quickness"
"moral",2,"Nate_Q2",7,12,"163","s","character"
"moral",2,"Nate_Q3",7,13,"163","s","character"
"moral",2,"Nate_Q4",7,14,"163","s","character"
"moral",2,"Nate_Q5",4,15,"163","s","certainty"
"moral",2,"Nate_Q6",4,16,"163","s","certainty"
"moral",2,"Nate_Q7",5,17,"163","s","certainty"
"moral",2,"Nate_Q8",5,18,"163","s","certainty"
"moral",2,"Nate_Q9",3,19,"163","s","impulsivity"
"moral",2,"Nate_Q10",1,20,"163","s","impulsivity"
"immoral",2,"Justin_Q1",2,1,"164","f","quickness"
"immoral",2,"Justin_Q2",2,2,"164","f","character"
"immoral",2,"Justin_Q3",4,3,"164","f","character"
"immoral",2,"Justin_Q4",6,4,"164","f","character"
"immoral",2,"Justin_Q5",1,5,"164","f","certainty"
"immoral",2,"Justin_Q6",6,6,"164","f","certainty"
"immoral",2,"Justin_Q7",7,7,"164","f","certainty"
"immoral",2,"Justin_Q8",1,8,"164","f","certainty"
"immoral",2,"Justin_Q9",2,9,"164","f","impulsivity"
"immoral",2,"Justin_Q10",1,10,"164","f","impulsivity"
"immoral",2,"Nate_Q1",1,11,"164","s","quickness"
"immoral",2,"Nate_Q2",6,12,"164","s","character"
"immoral",2,"Nate_Q3",6,13,"164","s","character"
"immoral",2,"Nate_Q4",7,14,"164","s","character"
"immoral",2,"Nate_Q5",7,15,"164","s","certainty"
"immoral",2,"Nate_Q6",5,16,"164","s","certainty"
"immoral",2,"Nate_Q7",1,17,"164","s","certainty"
"immoral",2,"Nate_Q8",7,18,"164","s","certainty"
"immoral",2,"Nate_Q9",5,19,"164","s","impulsivity"
"immoral",2,"Nate_Q10",1,20,"164","s","impulsivity"
"immoral",2,"Justin_Q1",2,1,"165","f","quickness"
"immoral",2,"Justin_Q2",3,2,"165","f","character"
"immoral",2,"Justin_Q3",3,3,"165","f","character"
"immoral",2,"Justin_Q4",4,4,"165","f","character"
"immoral",2,"Justin_Q5",1,5,"165","f","certainty"
"immoral",2,"Justin_Q6",7,6,"165","f","certainty"
"immoral",2,"Justin_Q7",7,7,"165","f","certainty"
"immoral",2,"Justin_Q8",1,8,"165","f","certainty"
"immoral",2,"Justin_Q9",7,9,"165","f","impulsivity"
"immoral",2,"Justin_Q10",1,10,"165","f","impulsivity"
"immoral",2,"Nate_Q1",1,11,"165","s","quickness"
"immoral",2,"Nate_Q2",5,12,"165","s","character"
"immoral",2,"Nate_Q3",5,13,"165","s","character"
"immoral",2,"Nate_Q4",5,14,"165","s","character"
"immoral",2,"Nate_Q5",6,15,"165","s","certainty"
"immoral",2,"Nate_Q6",3,16,"165","s","certainty"
"immoral",2,"Nate_Q7",2,17,"165","s","certainty"
"immoral",2,"Nate_Q8",6,18,"165","s","certainty"
"immoral",2,"Nate_Q9",4,19,"165","s","impulsivity"
"immoral",2,"Nate_Q10",1,20,"165","s","impulsivity"
"immoral",2,"Justin_Q1",2,1,"166","f","quickness"
"immoral",2,"Justin_Q2",3,2,"166","f","character"
"immoral",2,"Justin_Q3",3,3,"166","f","character"
"immoral",2,"Justin_Q4",3,4,"166","f","character"
"immoral",2,"Justin_Q5",3,5,"166","f","certainty"
"immoral",2,"Justin_Q6",6,6,"166","f","certainty"
"immoral",2,"Justin_Q7",6,7,"166","f","certainty"
"immoral",2,"Justin_Q8",3,8,"166","f","certainty"
"immoral",2,"Justin_Q9",4,9,"166","f","impulsivity"
"immoral",2,"Justin_Q10",4,10,"166","f","impulsivity"
"immoral",2,"Nate_Q1",1,11,"166","s","quickness"
"immoral",2,"Nate_Q2",4,12,"166","s","character"
"immoral",2,"Nate_Q3",3,13,"166","s","character"
"immoral",2,"Nate_Q4",3,14,"166","s","character"
"immoral",2,"Nate_Q5",5,15,"166","s","certainty"
"immoral",2,"Nate_Q6",5,16,"166","s","certainty"
"immoral",2,"Nate_Q7",5,17,"166","s","certainty"
"immoral",2,"Nate_Q8",5,18,"166","s","certainty"
"immoral",2,"Nate_Q9",5,19,"166","s","impulsivity"
"immoral",2,"Nate_Q10",3,20,"166","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"167","f","quickness"
"moral",2,"Justin_Q2",7,2,"167","f","character"
"moral",2,"Justin_Q3",7,3,"167","f","character"
"moral",2,"Justin_Q4",6,4,"167","f","character"
"moral",2,"Justin_Q5",1,5,"167","f","certainty"
"moral",2,"Justin_Q6",6,6,"167","f","certainty"
"moral",2,"Justin_Q7",6,7,"167","f","certainty"
"moral",2,"Justin_Q8",2,8,"167","f","certainty"
"moral",2,"Justin_Q9",6,9,"167","f","impulsivity"
"moral",2,"Justin_Q10",2,10,"167","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"167","s","quickness"
"moral",2,"Nate_Q2",5,12,"167","s","character"
"moral",2,"Nate_Q3",5,13,"167","s","character"
"moral",2,"Nate_Q4",6,14,"167","s","character"
"moral",2,"Nate_Q5",5,15,"167","s","certainty"
"moral",2,"Nate_Q6",2,16,"167","s","certainty"
"moral",2,"Nate_Q7",2,17,"167","s","certainty"
"moral",2,"Nate_Q8",5,18,"167","s","certainty"
"moral",2,"Nate_Q9",4,19,"167","s","impulsivity"
"moral",2,"Nate_Q10",1,20,"167","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"168","f","quickness"
"moral",2,"Justin_Q2",7,2,"168","f","character"
"moral",2,"Justin_Q3",7,3,"168","f","character"
"moral",2,"Justin_Q4",7,4,"168","f","character"
"moral",2,"Justin_Q5",1,5,"168","f","certainty"
"moral",2,"Justin_Q6",7,6,"168","f","certainty"
"moral",2,"Justin_Q7",7,7,"168","f","certainty"
"moral",2,"Justin_Q8",1,8,"168","f","certainty"
"moral",2,"Justin_Q9",7,9,"168","f","impulsivity"
"moral",2,"Justin_Q10",1,10,"168","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"168","s","quickness"
"moral",2,"Nate_Q2",1,12,"168","s","character"
"moral",2,"Nate_Q3",1,13,"168","s","character"
"moral",2,"Nate_Q4",1,14,"168","s","character"
"moral",2,"Nate_Q5",7,15,"168","s","certainty"
"moral",2,"Nate_Q6",1,16,"168","s","certainty"
"moral",2,"Nate_Q7",1,17,"168","s","certainty"
"moral",2,"Nate_Q8",7,18,"168","s","certainty"
"moral",2,"Nate_Q9",1,19,"168","s","impulsivity"
"moral",2,"Nate_Q10",4,20,"168","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"169","f","quickness"
"moral",2,"Justin_Q2",6,2,"169","f","character"
"moral",2,"Justin_Q3",6,3,"169","f","character"
"moral",2,"Justin_Q4",7,4,"169","f","character"
"moral",2,"Justin_Q5",1,5,"169","f","certainty"
"moral",2,"Justin_Q6",7,6,"169","f","certainty"
"moral",2,"Justin_Q7",1,7,"169","f","certainty"
"moral",2,"Justin_Q8",1,8,"169","f","certainty"
"moral",2,"Justin_Q9",7,9,"169","f","impulsivity"
"moral",2,"Justin_Q10",1,10,"169","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"169","s","quickness"
"moral",2,"Nate_Q2",5,12,"169","s","character"
"moral",2,"Nate_Q3",5,13,"169","s","character"
"moral",2,"Nate_Q4",5,14,"169","s","character"
"moral",2,"Nate_Q5",7,15,"169","s","certainty"
"moral",2,"Nate_Q6",1,16,"169","s","certainty"
"moral",2,"Nate_Q7",1,17,"169","s","certainty"
"moral",2,"Nate_Q8",7,18,"169","s","certainty"
"moral",2,"Nate_Q9",1,19,"169","s","impulsivity"
"moral",2,"Nate_Q10",1,20,"169","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"170","f","quickness"
"moral",2,"Justin_Q2",5,2,"170","f","character"
"moral",2,"Justin_Q3",5,3,"170","f","character"
"moral",2,"Justin_Q4",6,4,"170","f","character"
"moral",2,"Justin_Q5",2,5,"170","f","certainty"
"moral",2,"Justin_Q6",7,6,"170","f","certainty"
"moral",2,"Justin_Q7",6,7,"170","f","certainty"
"moral",2,"Justin_Q8",2,8,"170","f","certainty"
"moral",2,"Justin_Q9",5,9,"170","f","impulsivity"
"moral",2,"Justin_Q10",3,10,"170","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"170","s","quickness"
"moral",2,"Nate_Q2",4,12,"170","s","character"
"moral",2,"Nate_Q3",4,13,"170","s","character"
"moral",2,"Nate_Q4",5,14,"170","s","character"
"moral",2,"Nate_Q5",6,15,"170","s","certainty"
"moral",2,"Nate_Q6",3,16,"170","s","certainty"
"moral",2,"Nate_Q7",3,17,"170","s","certainty"
"moral",2,"Nate_Q8",5,18,"170","s","certainty"
"moral",2,"Nate_Q9",5,19,"170","s","impulsivity"
"moral",2,"Nate_Q10",2,20,"170","s","impulsivity"
"immoral",2,"Justin_Q1",2,1,"171","f","quickness"
"immoral",2,"Justin_Q2",2,2,"171","f","character"
"immoral",2,"Justin_Q3",2,3,"171","f","character"
"immoral",2,"Justin_Q4",3,4,"171","f","character"
"immoral",2,"Justin_Q5",6,5,"171","f","certainty"
"immoral",2,"Justin_Q6",7,6,"171","f","certainty"
"immoral",2,"Justin_Q7",6,7,"171","f","certainty"
"immoral",2,"Justin_Q8",2,8,"171","f","certainty"
"immoral",2,"Justin_Q9",6,9,"171","f","impulsivity"
"immoral",2,"Justin_Q10",2,10,"171","f","impulsivity"
"immoral",2,"Nate_Q1",1,11,"171","s","quickness"
"immoral",2,"Nate_Q2",4,12,"171","s","character"
"immoral",2,"Nate_Q3",4,13,"171","s","character"
"immoral",2,"Nate_Q4",4,14,"171","s","character"
"immoral",2,"Nate_Q5",4,15,"171","s","certainty"
"immoral",2,"Nate_Q6",3,16,"171","s","certainty"
"immoral",2,"Nate_Q7",3,17,"171","s","certainty"
"immoral",2,"Nate_Q8",6,18,"171","s","certainty"
"immoral",2,"Nate_Q9",3,19,"171","s","impulsivity"
"immoral",2,"Nate_Q10",4,20,"171","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"172","f","quickness"
"moral",2,"Justin_Q2",7,2,"172","f","character"
"moral",2,"Justin_Q3",7,3,"172","f","character"
"moral",2,"Justin_Q4",7,4,"172","f","character"
"moral",2,"Justin_Q5",7,5,"172","f","certainty"
"moral",2,"Justin_Q6",7,6,"172","f","certainty"
"moral",2,"Justin_Q7",7,7,"172","f","certainty"
"moral",2,"Justin_Q8",2,8,"172","f","certainty"
"moral",2,"Justin_Q9",7,9,"172","f","impulsivity"
"moral",2,"Justin_Q10",1,10,"172","f","impulsivity"
"moral",2,"Nate_Q1",1,11,"172","s","quickness"
"moral",2,"Nate_Q2",5,12,"172","s","character"
"moral",2,"Nate_Q3",6,13,"172","s","character"
"moral",2,"Nate_Q4",4,14,"172","s","character"
"moral",2,"Nate_Q5",5,15,"172","s","certainty"
"moral",2,"Nate_Q6",5,16,"172","s","certainty"
"moral",2,"Nate_Q7",4,17,"172","s","certainty"
"moral",2,"Nate_Q8",3,18,"172","s","certainty"
"moral",2,"Nate_Q9",4,19,"172","s","impulsivity"
"moral",2,"Nate_Q10",2,20,"172","s","impulsivity"
"immoral",2,"Justin_Q1",2,1,"173","f","quickness"
"immoral",2,"Justin_Q2",2,2,"173","f","character"
"immoral",2,"Justin_Q3",2,3,"173","f","character"
"immoral",2,"Justin_Q4",6,4,"173","f","character"
"immoral",2,"Justin_Q5",1,5,"173","f","certainty"
"immoral",2,"Justin_Q6",6,6,"173","f","certainty"
"immoral",2,"Justin_Q7",6,7,"173","f","certainty"
"immoral",2,"Justin_Q8",2,8,"173","f","certainty"
"immoral",2,"Justin_Q9",4,9,"173","f","impulsivity"
"immoral",2,"Justin_Q10",1,10,"173","f","impulsivity"
"immoral",2,"Nate_Q1",1,11,"173","s","quickness"
"immoral",2,"Nate_Q2",4,12,"173","s","character"
"immoral",2,"Nate_Q3",4,13,"173","s","character"
"immoral",2,"Nate_Q4",6,14,"173","s","character"
"immoral",2,"Nate_Q5",6,15,"173","s","certainty"
"immoral",2,"Nate_Q6",2,16,"173","s","certainty"
"immoral",2,"Nate_Q7",2,17,"173","s","certainty"
"immoral",2,"Nate_Q8",5,18,"173","s","certainty"
"immoral",2,"Nate_Q9",4,19,"173","s","impulsivity"
"immoral",2,"Nate_Q10",2,20,"173","s","impulsivity"
"moral",2,"Justin_Q1",2,1,"174","f","quickness"
"moral",2,"Justin_Q2",6,2,"174","f","character"
