"ID","trial_index","response","time_elapsed","condition","FastorSlow","measure","response_reverse"
"gj95v6xpyb",6,"1",73522,"immoral","f","character","1"
"gj95v6xpyb",7,"1",101162,"immoral","f","character","1"
"gj95v6xpyb",8,NA,NA,"immoral",NA,NA,NA
"gj95v6xpyb",9,"6",133065,"immoral","f","certainty","2"
"gj95v6xpyb",10,"6",144486,"immoral","f","certainty","2"
"gj95v6xpyb",11,NA,NA,"immoral",NA,NA,NA
"gj95v6xpyb",12,"6",169445,"immoral","f","impulsivity","6"
"gj95v6xpyb",13,NA,NA,"immoral",NA,NA,NA
"gj95v6xpyb",14,NA,NA,"immoral",NA,NA,NA
"gj95v6xpyb",15,"3",210526,"immoral","s","character","3"
"gj95v6xpyb",16,"3",223511,"immoral","s","character","3"
"gj95v6xpyb",17,"2",240183,"immoral","s","character","2"
"gj95v6xpyb",18,"5",253642,"immoral","s","certainty","5"
"gj95v6xpyb",19,"1",272222,"immoral","s","certainty","7"
"gj95v6xpyb",20,NA,NA,"immoral",NA,NA,NA
"gj95v6xpyb",21,"6",297793,"immoral","s","certainty","6"
"gj95v6xpyb",22,"1",310337,"immoral","s","impulsivity","1"
"gj95v6xpyb",23,NA,NA,"immoral",NA,NA,NA
"gj95v6xpyb",24,"""Nate""",337829,"immoral","attention","attention","""Nate"""
"gj95v6xpyb",25,"""""",353921,"immoral","feedback","feedback",""""""
"hbc0cunzxu",4,"5",264429,"moral","f","quickness","5"
"hbc0cunzxu",5,"5",301904,"moral","f","character","5"
"hbc0cunzxu",6,"5",338862,"moral","f","character","5"
"hbc0cunzxu",7,"5",360695,"moral","f","character","5"
"hbc0cunzxu",8,"3",398442,"moral","f","certainty","3"
"hbc0cunzxu",9,"5",425909,"moral","f","certainty","3"
"hbc0cunzxu",10,"4",443546,"moral","f","certainty","4"
"hbc0cunzxu",11,"1",469544,"moral","f","certainty","1"
"hbc0cunzxu",12,"5",496710,"moral","f","impulsivity","5"
"hbc0cunzxu",13,"1",513907,"moral","f","impulsivity","7"
"hbc0cunzxu",14,"2",546885,"moral","s","quickness","2"
"hbc0cunzxu",15,"3",559129,"moral","s","character","3"
"hbc0cunzxu",16,"3",570394,"moral","s","character","3"
"hbc0cunzxu",17,"3",580958,"moral","s","character","3"
"hbc0cunzxu",18,"4",597342,"moral","s","certainty","4"
"hbc0cunzxu",19,"2",607436,"moral","s","certainty","6"
"hbc0cunzxu",20,"1",623724,"moral","s","certainty","7"
"hbc0cunzxu",21,"4",639404,"moral","s","certainty","4"
"hbc0cunzxu",22,"2",658681,"moral","s","impulsivity","2"
"hbc0cunzxu",23,NA,NA,"moral",NA,NA,NA
"hbc0cunzxu",24,"""Nate""",716285,"moral","attention","attention","""Nate"""
"hbc0cunzxu",25,"""""",732705,"moral","feedback","feedback",""""""
"jc1223cco0",4,"6",136258,"immoral","f","quickness","6"
"jc1223cco0",5,"1",155185,"immoral","f","character","1"
"jc1223cco0",6,"1",212254,"immoral","f","character","1"
"jc1223cco0",7,"6",217457,"immoral","f","character","6"
"jc1223cco0",8,"1",221959,"immoral","f","certainty","1"
"jc1223cco0",9,"6",225711,"immoral","f","certainty","2"
"jc1223cco0",10,"6",238087,"immoral","f","certainty","2"
"jc1223cco0",11,"1",248701,"immoral","f","certainty","1"
"jc1223cco0",12,"4",256230,"immoral","f","impulsivity","4"
"jc1223cco0",13,NA,NA,"immoral",NA,NA,NA
"jc1223cco0",14,"1",277099,"immoral","s","quickness","1"
"jc1223cco0",15,"4",285974,"immoral","s","character","4"
"jc1223cco0",16,"5",370446,"immoral","s","character","5"
"jc1223cco0",17,"6",374940,"immoral","s","character","6"
"jc1223cco0",18,"5",378554,"immoral","s","certainty","5"
"jc1223cco0",19,"2",382991,"immoral","s","certainty","6"
"jc1223cco0",20,"2",387720,"immoral","s","certainty","6"
"jc1223cco0",21,"5",392853,"immoral","s","certainty","5"
"jc1223cco0",22,"3",423380,"immoral","s","impulsivity","3"
"jc1223cco0",23,"2",428085,"immoral","s","impulsivity","6"
"jc1223cco0",24,"""Nate""",432369,"immoral","attention","attention","""Nate"""
"jc1223cco0",25,"""""",435941,"immoral","feedback","feedback",""""""
"jv56k0bdxj",4,"4",206686,"moral","f","quickness","4"
"jv56k0bdxj",5,"4",229411,"moral","f","character","4"
"jv56k0bdxj",6,"4",238018,"moral","f","character","4"
"jv56k0bdxj",7,"4",249248,"moral","f","character","4"
"jv56k0bdxj",8,"5",264228,"moral","f","certainty","5"
"jv56k0bdxj",9,"5",272016,"moral","f","certainty","3"
"jv56k0bdxj",10,"1",284249,"moral","f","certainty","7"
"jv56k0bdxj",11,"5",301237,"moral","f","certainty","5"
"jv56k0bdxj",12,"6",313258,"moral","f","impulsivity","6"
"jv56k0bdxj",13,"4",321708,"moral","f","impulsivity","4"
"jv56k0bdxj",14,"4",333692,"moral","s","quickness","4"
"jv56k0bdxj",15,"4",349196,"moral","s","character","4"
"jv56k0bdxj",16,"5",357021,"moral","s","character","5"
"jv56k0bdxj",17,"5",488584,"moral","s","character","5"
"jv56k0bdxj",18,"2",513891,"moral","s","certainty","2"
"jv56k0bdxj",19,"1",526103,"moral","s","certainty","7"
"jv56k0bdxj",20,"2",532864,"moral","s","certainty","6"
"jv56k0bdxj",21,"5",539052,"moral","s","certainty","5"
"jv56k0bdxj",22,"5",546227,"moral","s","impulsivity","5"
"jv56k0bdxj",23,"4",553804,"moral","s","impulsivity","4"
"jv56k0bdxj",24,"""NATES""",567566,"moral","attention","attention","""NATES"""
"jv56k0bdxj",25,"""""",576180,"moral","feedback","feedback",""""""
"k3855ugwdl",4,"6",110385,"immoral","f","quickness","6"
"k3855ugwdl",5,"2",120127,"immoral","f","character","2"
"k3855ugwdl",6,"2",125314,"immoral","f","character","2"
"k3855ugwdl",7,"5",131215,"immoral","f","character","5"
"k3855ugwdl",8,NA,NA,"immoral",NA,NA,NA
"k3855ugwdl",9,"4",143648,"immoral","f","certainty","4"
"k3855ugwdl",10,"5",148939,"immoral","f","certainty","3"
"k3855ugwdl",11,"2",153708,"immoral","f","certainty","2"
"k3855ugwdl",12,"6",157627,"immoral","f","impulsivity","6"
"k3855ugwdl",13,NA,NA,"immoral",NA,NA,NA
"k3855ugwdl",14,"2",166876,"immoral","s","quickness","2"
"k3855ugwdl",15,"2",171483,"immoral","s","character","2"
"k3855ugwdl",16,"2",176627,"immoral","s","character","2"
"k3855ugwdl",17,"5",180455,"immoral","s","character","5"
"k3855ugwdl",18,"5",184834,"immoral","s","certainty","5"
"k3855ugwdl",19,"3",189992,"immoral","s","certainty","5"
"k3855ugwdl",20,"5",193367,"immoral","s","certainty","3"
"k3855ugwdl",21,"4",197153,"immoral","s","certainty","4"
"k3855ugwdl",22,"3",200400,"immoral","s","impulsivity","3"
"k3855ugwdl",23,"1",204596,"immoral","s","impulsivity","7"
"k3855ugwdl",24,"""Nate""",208389,"immoral","attention","attention","""Nate"""
"k3855ugwdl",25,"""""",213031,"immoral","feedback","feedback",""""""
"krjh85v6y7",4,"6",16623,"moral","f","quickness","6"
"krjh85v6y7",5,"6",21443,"moral","f","character","6"
"krjh85v6y7",6,"6",25344,"moral","f","character","6"
"krjh85v6y7",7,"6",29738,"moral","f","character","6"
"krjh85v6y7",8,NA,NA,"moral",NA,NA,NA
"krjh85v6y7",9,"6",49026,"moral","f","certainty","2"
"krjh85v6y7",10,"6",53804,"moral","f","certainty","2"
"krjh85v6y7",11,NA,NA,"moral",NA,NA,NA
"krjh85v6y7",12,"6",61622,"moral","f","impulsivity","6"
"krjh85v6y7",13,NA,NA,"moral",NA,NA,NA
"krjh85v6y7",14,NA,NA,"moral",NA,NA,NA
"krjh85v6y7",15,"3",78602,"moral","s","character","3"
"krjh85v6y7",16,"3",81006,"moral","s","character","3"
"krjh85v6y7",17,"3",86048,"moral","s","character","3"
"krjh85v6y7",18,"6",89884,"moral","s","certainty","6"
"krjh85v6y7",19,NA,NA,"moral",NA,NA,NA
"krjh85v6y7",20,NA,NA,"moral",NA,NA,NA
"krjh85v6y7",21,"6",100817,"moral","s","certainty","6"
"krjh85v6y7",22,"6",104640,"moral","s","impulsivity","6"
"krjh85v6y7",23,NA,NA,"moral",NA,NA,NA
"krjh85v6y7",24,"""Nate""",116030,"moral","attention","attention","""Nate"""
"krjh85v6y7",25,"""""",117408,"moral","feedback","feedback",""""""
"ktd4f4apdv",4,"6",41374,"immoral","f","quickness","6"
"ktd4f4apdv",5,"1",54393,"immoral","f","character","1"
"ktd4f4apdv",6,"1",66467,"immoral","f","character","1"
"ktd4f4apdv",7,NA,NA,"immoral",NA,NA,NA
"ktd4f4apdv",8,NA,NA,"immoral",NA,NA,NA
"ktd4f4apdv",9,"6",93382,"immoral","f","certainty","2"
"ktd4f4apdv",10,"6",98466,"immoral","f","certainty","2"
"ktd4f4apdv",11,"1",107399,"immoral","f","certainty","1"
"ktd4f4apdv",12,"6",113345,"immoral","f","impulsivity","6"
"ktd4f4apdv",13,"6",177906,"immoral","f","impulsivity","2"
"ktd4f4apdv",14,NA,NA,"immoral",NA,NA,NA
"ktd4f4apdv",15,"3",202127,"immoral","s","character","3"
"ktd4f4apdv",16,"3",205039,"immoral","s","character","3"
"ktd4f4apdv",17,"4",209790,"immoral","s","character","4"
"ktd4f4apdv",18,"5",216564,"immoral","s","certainty","5"
"ktd4f4apdv",19,"1",222977,"immoral","s","certainty","7"
"ktd4f4apdv",20,NA,NA,"immoral",NA,NA,NA
"ktd4f4apdv",21,"5",235305,"immoral","s","certainty","5"
"ktd4f4apdv",22,"5",245717,"immoral","s","impulsivity","5"
"ktd4f4apdv",23,"1",251413,"immoral","s","impulsivity","7"
"ktd4f4apdv",24,"""Nate""",257078,"immoral","attention","attention","""Nate"""
"ktd4f4apdv",25,"""""",260262,"immoral","feedback","feedback",""""""
"lrjvvytnqe",4,"6",69655,"moral","f","quickness","6"
"lrjvvytnqe",5,"5",100655,"moral","f","character","5"
"lrjvvytnqe",6,"5",113672,"moral","f","character","5"
"lrjvvytnqe",7,"5",129814,"moral","f","character","5"
"lrjvvytnqe",8,NA,NA,"moral",NA,NA,NA
"lrjvvytnqe",9,"6",152849,"moral","f","certainty","2"
"lrjvvytnqe",10,"6",161314,"moral","f","certainty","2"
"lrjvvytnqe",11,"1",179114,"moral","f","certainty","1"
"lrjvvytnqe",12,"3",186164,"moral","f","impulsivity","3"
"lrjvvytnqe",13,"1",196273,"moral","f","impulsivity","7"
"lrjvvytnqe",14,NA,NA,"moral",NA,NA,NA
"lrjvvytnqe",15,"3",229052,"moral","s","character","3"
"lrjvvytnqe",16,"2",236595,"moral","s","character","2"
"lrjvvytnqe",17,"4",248509,"moral","s","character","4"
"lrjvvytnqe",18,"6",257577,"moral","s","certainty","6"
"lrjvvytnqe",19,"4",267298,"moral","s","certainty","4"
"lrjvvytnqe",20,"2",280427,"moral","s","certainty","6"
"lrjvvytnqe",21,"5",289826,"moral","s","certainty","5"
"lrjvvytnqe",22,"1",297507,"moral","s","impulsivity","1"
"lrjvvytnqe",23,NA,NA,"moral",NA,NA,NA
"lrjvvytnqe",24,"""Nate""",321792,"moral","attention","attention","""Nate"""
"lrjvvytnqe",25,"""""",327533,"moral","feedback","feedback",""""""
"ltovt9klym",4,"6",226746,"immoral","f","quickness","6"
"ltovt9klym",5,"6",279193,"immoral","f","character","6"
"ltovt9klym",6,"6",293967,"immoral","f","character","6"
"ltovt9klym",7,"6",308624,"immoral","f","character","6"
"ltovt9klym",8,"6",352704,"immoral","f","certainty","6"
"ltovt9klym",9,"6",402241,"immoral","f","certainty","2"
"ltovt9klym",10,"6",410466,"immoral","f","certainty","2"
"ltovt9klym",11,NA,NA,"immoral",NA,NA,NA
"ltovt9klym",12,NA,NA,"immoral",NA,NA,NA
"ltovt9klym",13,NA,NA,"immoral",NA,NA,NA
"ltovt9klym",14,NA,NA,"immoral",NA,NA,NA
"ltovt9klym",15,"3",672576,"immoral","s","character","3"
"ltovt9klym",16,"6",689383,"immoral","s","character","6"
"ltovt9klym",17,"6",698889,"immoral","s","character","6"
"ltovt9klym",18,NA,NA,"immoral",NA,NA,NA
"ltovt9klym",19,NA,NA,"immoral",NA,NA,NA
"ltovt9klym",20,"6",796019,"immoral","s","certainty","2"
"ltovt9klym",21,"6",809565,"immoral","s","certainty","6"
"ltovt9klym",22,"6",828240,"immoral","s","impulsivity","6"
"ltovt9klym",23,"3",880856,"immoral","s","impulsivity","5"
"ltovt9klym",24,"""justin""",913860,"immoral","attention","attention","""justin"""
"ltovt9klym",25,"""interesting""",957695,"immoral","feedback","feedback","""interesting"""
"m4xs38at5y",4,"3",115190,"immoral","f","quickness","3"
"m4xs38at5y",5,"3",118945,"immoral","f","character","3"
"m4xs38at5y",6,"4",121795,"immoral","f","character","4"
"m4xs38at5y",7,"4",124099,"immoral","f","character","4"
"m4xs38at5y",8,"3",126369,"immoral","f","certainty","3"
"m4xs38at5y",9,"4",128907,"immoral","f","certainty","4"
"m4xs38at5y",10,"3",131445,"immoral","f","certainty","5"
"m4xs38at5y",11,"3",134085,"immoral","f","certainty","3"
"m4xs38at5y",12,"3",136741,"immoral","f","impulsivity","3"
"m4xs38at5y",13,"4",140639,"immoral","f","impulsivity","4"
"m4xs38at5y",14,"3",142625,"immoral","s","quickness","3"
"m4xs38at5y",15,"4",145273,"immoral","s","character","4"
"m4xs38at5y",16,"3",146751,"immoral","s","character","3"
"m4xs38at5y",17,"3",148688,"immoral","s","character","3"
"m4xs38at5y",18,"4",151338,"immoral","s","certainty","4"
"m4xs38at5y",19,"3",154270,"immoral","s","certainty","5"
"m4xs38at5y",20,"3",155891,"immoral","s","certainty","5"
"m4xs38at5y",21,"4",157512,"immoral","s","certainty","4"
"m4xs38at5y",22,"3",159984,"immoral","s","impulsivity","3"
"m4xs38at5y",23,"3",169651,"immoral","s","impulsivity","5"
"m4xs38at5y",24,"""Justin""",177581,"immoral","attention","attention","""Justin"""
"m4xs38at5y",25,"""""",179832,"immoral","feedback","feedback",""""""
"mg01bvtyt6",4,"6",59387,"immoral","f","quickness","6"
"mg01bvtyt6",5,"3",71254,"immoral","f","character","3"
"mg01bvtyt6",6,"3",78254,"immoral","f","character","3"
"mg01bvtyt6",7,"4",93433,"immoral","f","character","4"
"mg01bvtyt6",8,NA,NA,"immoral",NA,NA,NA
"mg01bvtyt6",9,"6",109074,"immoral","f","certainty","2"
"mg01bvtyt6",10,"6",112770,"immoral","f","certainty","2"
"mg01bvtyt6",11,NA,NA,"immoral",NA,NA,NA
"mg01bvtyt6",12,"5",131045,"immoral","f","impulsivity","5"
"mg01bvtyt6",13,"1",136770,"immoral","f","impulsivity","7"
"mg01bvtyt6",14,NA,NA,"immoral",NA,NA,NA
"mg01bvtyt6",15,"5",151862,"immoral","s","character","5"
"mg01bvtyt6",16,"5",159837,"immoral","s","character","5"
"mg01bvtyt6",17,"6",164737,"immoral","s","character","6"
"mg01bvtyt6",18,NA,NA,"immoral",NA,NA,NA
"mg01bvtyt6",19,"5",177402,"immoral","s","certainty","3"
"mg01bvtyt6",20,"1",183569,"immoral","s","certainty","7"
"mg01bvtyt6",21,"1",191724,"immoral","s","certainty","1"
"mg01bvtyt6",22,"5",199806,"immoral","s","impulsivity","5"
"mg01bvtyt6",23,NA,NA,"immoral",NA,NA,NA
"mg01bvtyt6",24,"""Nate""",210301,"immoral","attention","attention","""Nate"""
"mg01bvtyt6",25,"""""",212188,"immoral","feedback","feedback",""""""
"mrx1wwy5na",4,"5",82455,"immoral","f","quickness","5"
"mrx1wwy5na",5,"2",93089,"immoral","f","character","2"
"mrx1wwy5na",6,"1",99586,"immoral","f","character","1"
"mrx1wwy5na",7,"4",106225,"immoral","f","character","4"
"mrx1wwy5na",8,"1",119593,"immoral","f","certainty","1"
"mrx1wwy5na",9,"4",127502,"immoral","f","certainty","4"
"mrx1wwy5na",10,"4",132920,"immoral","f","certainty","4"
"mrx1wwy5na",11,"1",139635,"immoral","f","certainty","1"
"mrx1wwy5na",12,"4",144338,"immoral","f","impulsivity","4"
"mrx1wwy5na",13,NA,NA,"immoral",NA,NA,NA
"mrx1wwy5na",14,"1",155346,"immoral","s","quickness","1"
"mrx1wwy5na",15,"3",164845,"immoral","s","character","3"
"mrx1wwy5na",16,"3",168533,"immoral","s","character","3"
"mrx1wwy5na",17,"6",174670,"immoral","s","character","6"
"mrx1wwy5na",18,"6",180075,"immoral","s","certainty","6"
"mrx1wwy5na",19,NA,NA,"immoral",NA,NA,NA
"mrx1wwy5na",20,NA,NA,"immoral",NA,NA,NA
"mrx1wwy5na",21,"6",191706,"immoral","s","certainty","6"
"mrx1wwy5na",22,"1",195114,"immoral","s","impulsivity","1"
"mrx1wwy5na",23,NA,NA,"immoral",NA,NA,NA
"mrx1wwy5na",24,"""Justin""",211131,"immoral","attention","attention","""Justin"""
"mrx1wwy5na",25,"""""",214023,"immoral","feedback","feedback",""""""
"nb3pc9zj5p",4,"4",111218,"moral","f","quickness","4"
"nb3pc9zj5p",5,"4",133015,"moral","f","character","4"
"nb3pc9zj5p",6,"4",137062,"moral","f","character","4"
"nb3pc9zj5p",7,"4",140365,"moral","f","character","4"
"nb3pc9zj5p",8,"4",143417,"moral","f","certainty","4"
"nb3pc9zj5p",9,"4",146696,"moral","f","certainty","4"
"nb3pc9zj5p",10,"4",150383,"moral","f","certainty","4"
"nb3pc9zj5p",11,"4",156176,"moral","f","certainty","4"
"nb3pc9zj5p",12,"4",162970,"moral","f","impulsivity","4"
"nb3pc9zj5p",13,"4",168618,"moral","f","impulsivity","4"
"nb3pc9zj5p",14,"4",184675,"moral","s","quickness","4"
"nb3pc9zj5p",15,"4",202884,"moral","s","character","4"
"nb3pc9zj5p",16,"4",238054,"moral","s","character","4"
"nb3pc9zj5p",17,"4",259112,"moral","s","character","4"
"nb3pc9zj5p",18,"4",292804,"moral","s","certainty","4"
"nb3pc9zj5p",19,"4",299542,"moral","s","certainty","4"
"nb3pc9zj5p",20,"4",304300,"moral","s","certainty","4"
"nb3pc9zj5p",21,"4",307829,"moral","s","certainty","4"
"nb3pc9zj5p",22,"4",315598,"moral","s","impulsivity","4"
"nb3pc9zj5p",23,"4",325056,"moral","s","impulsivity","4"
"nb3pc9zj5p",24,"""NATE""",333796,"moral","attention","attention","""NATE"""
"nb3pc9zj5p",25,"""NONE""",340411,"moral","feedback","feedback","""NONE"""
"nd0hxzc4jf",4,"6",134863,"moral","f","quickness","6"
"nd0hxzc4jf",5,"6",143962,"moral","f","character","6"
"nd0hxzc4jf",6,"6",152299,"moral","f","character","6"
"nd0hxzc4jf",7,"6",160015,"moral","f","character","6"
"nd0hxzc4jf",8,NA,NA,"moral",NA,NA,NA
"nd0hxzc4jf",9,"6",177008,"moral","f","certainty","2"
"nd0hxzc4jf",10,"6",182519,"moral","f","certainty","2"
"nd0hxzc4jf",11,NA,NA,"moral",NA,NA,NA
"nd0hxzc4jf",12,"6",218138,"moral","f","impulsivity","6"
"nd0hxzc4jf",13,NA,NA,"moral",NA,NA,NA
"nd0hxzc4jf",14,NA,NA,"moral",NA,NA,NA
"nd0hxzc4jf",15,"3",399265,"moral","s","character","3"
"nd0hxzc4jf",16,"5",414265,"moral","s","character","5"
"nd0hxzc4jf",17,"6",419468,"moral","s","character","6"
"nd0hxzc4jf",18,"6",426082,"moral","s","certainty","6"
"nd0hxzc4jf",19,NA,NA,"moral",NA,NA,NA
"nd0hxzc4jf",20,NA,NA,"moral",NA,NA,NA
"nd0hxzc4jf",21,"6",446614,"moral","s","certainty","6"
"nd0hxzc4jf",22,"6",457504,"moral","s","impulsivity","6"
"nd0hxzc4jf",23,"3",465762,"moral","s","impulsivity","5"
"nd0hxzc4jf",24,"""Nate""",478258,"moral","attention","attention","""Nate"""
"nd0hxzc4jf",25,"""""",482712,"moral","feedback","feedback",""""""
"nzdzu5qxtm",4,"6",90398,"immoral","f","quickness","6"
"nzdzu5qxtm",5,"1",113721,"immoral","f","character","1"
"nzdzu5qxtm",6,"2",210739,"immoral","f","character","2"
"nzdzu5qxtm",7,"4",217239,"immoral","f","character","4"
"nzdzu5qxtm",8,"1",307749,"immoral","f","certainty","1"
"nzdzu5qxtm",9,"5",315689,"immoral","f","certainty","3"
"nzdzu5qxtm",10,"5",321495,"immoral","f","certainty","3"
"nzdzu5qxtm",11,"1",326027,"immoral","f","certainty","1"
"nzdzu5qxtm",12,"4",336127,"immoral","f","impulsivity","4"
"nzdzu5qxtm",13,"1",352889,"immoral","f","impulsivity","7"
"nzdzu5qxtm",14,"2",447962,"immoral","s","quickness","2"
"nzdzu5qxtm",15,"3",453566,"immoral","s","character","3"
"nzdzu5qxtm",16,"3",530583,"immoral","s","character","3"
"nzdzu5qxtm",17,"3",535508,"immoral","s","character","3"
"nzdzu5qxtm",18,"4",541664,"immoral","s","certainty","4"
"nzdzu5qxtm",19,"2",547286,"immoral","s","certainty","6"
"nzdzu5qxtm",20,"2",554068,"immoral","s","certainty","6"
"nzdzu5qxtm",21,"4",559867,"immoral","s","certainty","4"
"nzdzu5qxtm",22,"2",563432,"immoral","s","impulsivity","2"
"nzdzu5qxtm",23,"3",567342,"immoral","s","impulsivity","5"
"nzdzu5qxtm",24,"""Nate""",572288,"immoral","attention","attention","""Nate"""
"nzdzu5qxtm",25,"""""",573729,"immoral","feedback","feedback",""""""
"o4v6afvtjn",4,"6",45755,"immoral","f","quickness","6"
"o4v6afvtjn",5,"1",58984,"immoral","f","character","1"
"o4v6afvtjn",6,"1",72385,"immoral","f","character","1"
"o4v6afvtjn",7,NA,NA,"immoral",NA,NA,NA
"o4v6afvtjn",8,NA,NA,"immoral",NA,NA,NA
"o4v6afvtjn",9,"6",97507,"immoral","f","certainty","2"
"o4v6afvtjn",10,"6",104250,"immoral","f","certainty","2"
"o4v6afvtjn",11,NA,NA,"immoral",NA,NA,NA
"o4v6afvtjn",12,"6",117571,"immoral","f","impulsivity","6"
"o4v6afvtjn",13,NA,NA,"immoral",NA,NA,NA
"o4v6afvtjn",14,NA,NA,"immoral",NA,NA,NA
"o4v6afvtjn",15,"3",140755,"immoral","s","character","3"
"o4v6afvtjn",16,"3",147588,"immoral","s","character","3"
"o4v6afvtjn",17,"3",153602,"immoral","s","character","3"
"o4v6afvtjn",18,"5",159717,"immoral","s","certainty","5"
"o4v6afvtjn",19,"1",165031,"immoral","s","certainty","7"
"o4v6afvtjn",20,"1",171149,"immoral","s","certainty","7"
"o4v6afvtjn",21,"1",176759,"immoral","s","certainty","1"
"o4v6afvtjn",22,"2",181724,"immoral","s","impulsivity","2"
"o4v6afvtjn",23,"3",186785,"immoral","s","impulsivity","5"
"o4v6afvtjn",24,"""nate""",436220,"immoral","attention","attention","""nate"""
"o4v6afvtjn",25,"""""",438847,"immoral","feedback","feedback",""""""
"omql753j3j",4,"6",48842,"immoral","f","quickness","6"
"omql753j3j",5,"2",67390,"immoral","f","character","2"
"omql753j3j",6,"3",73519,"immoral","f","character","3"
"omql753j3j",7,"3",81456,"immoral","f","character","3"
"omql753j3j",8,NA,NA,"immoral",NA,NA,NA
"omql753j3j",9,"5",97380,"immoral","f","certainty","3"
"omql753j3j",10,"6",101140,"immoral","f","certainty","2"
"omql753j3j",11,NA,NA,"immoral",NA,NA,NA
"omql753j3j",12,"6",111015,"immoral","f","impulsivity","6"
"omql753j3j",13,NA,NA,"immoral",NA,NA,NA
"omql753j3j",14,"1",121616,"immoral","s","quickness","1"
"omql753j3j",15,"2",130900,"immoral","s","character","2"
"omql753j3j",16,"3",135545,"immoral","s","character","3"
"omql753j3j",17,"6",139874,"immoral","s","character","6"
"omql753j3j",18,"5",145338,"immoral","s","certainty","5"
"omql753j3j",19,NA,NA,"immoral",NA,NA,NA
"omql753j3j",20,"1",156704,"immoral","s","certainty","7"
"omql753j3j",21,"5",161500,"immoral","s","certainty","5"
"omql753j3j",22,"1",165565,"immoral","s","impulsivity","1"
"omql753j3j",23,"2",177534,"immoral","s","impulsivity","6"
"omql753j3j",24,"""Justin""",185243,"immoral","attention","attention","""Justin"""
"omql753j3j",25,"""""",187330,"immoral","feedback","feedback",""""""
"p8etucknca",4,"6",63888,"immoral","f","quickness","6"
"p8etucknca",5,"1",76893,"immoral","f","character","1"
"p8etucknca",6,"1",86833,"immoral","f","character","1"
"p8etucknca",7,NA,NA,"immoral",NA,NA,NA
"p8etucknca",8,NA,NA,"immoral",NA,NA,NA
"p8etucknca",9,"6",113064,"immoral","f","certainty","2"
"p8etucknca",10,"6",117106,"immoral","f","certainty","2"
"p8etucknca",11,NA,NA,"immoral",NA,NA,NA
"p8etucknca",12,"6",129895,"immoral","f","impulsivity","6"
"p8etucknca",13,NA,NA,"immoral",NA,NA,NA
"p8etucknca",14,"1",144630,"immoral","s","quickness","1"
"p8etucknca",15,"4",152971,"immoral","s","character","4"
"p8etucknca",16,"3",158690,"immoral","s","character","3"
"p8etucknca",17,"2",167560,"immoral","s","character","2"
"p8etucknca",18,"5",174713,"immoral","s","certainty","5"
"p8etucknca",19,"4",181688,"immoral","s","certainty","4"
"p8etucknca",20,"1",191151,"immoral","s","certainty","7"
"p8etucknca",21,"5",196912,"immoral","s","certainty","5"
"p8etucknca",22,"1",202182,"immoral","s","impulsivity","1"
"p8etucknca",23,"1",208673,"immoral","s","impulsivity","7"
"p8etucknca",24,"""Nate""",217164,"immoral","attention","attention","""Nate"""
"p8etucknca",25,"""""",220267,"immoral","feedback","feedback",""""""
"p8ls4r177d",4,"1",93236,"moral","f","quickness","1"
"p8ls4r177d",5,"3",98537,"moral","f","character","3"
"p8ls4r177d",6,"3",107613,"moral","f","character","3"
"p8ls4r177d",7,"5",112231,"moral","f","character","5"
"p8ls4r177d",8,NA,NA,"moral",NA,NA,NA
"p8ls4r177d",9,"6",141211,"moral","f","certainty","2"
"p8ls4r177d",10,"6",146867,"moral","f","certainty","2"
"p8ls4r177d",11,NA,NA,"moral",NA,NA,NA
"p8ls4r177d",12,"6",157012,"moral","f","impulsivity","6"
"p8ls4r177d",13,NA,NA,"moral",NA,NA,NA
"p8ls4r177d",14,NA,NA,"moral",NA,NA,NA
"p8ls4r177d",15,"3",187821,"moral","s","character","3"
"p8ls4r177d",16,"4",197056,"moral","s","character","4"
"p8ls4r177d",17,"4",206003,"moral","s","character","4"
"p8ls4r177d",18,"6",210754,"moral","s","certainty","6"
"p8ls4r177d",19,"1",216979,"moral","s","certainty","7"
"p8ls4r177d",20,NA,NA,"moral",NA,NA,NA
"p8ls4r177d",21,"6",225772,"moral","s","certainty","6"
"p8ls4r177d",22,"2",232298,"moral","s","impulsivity","2"
"p8ls4r177d",23,NA,NA,"moral",NA,NA,NA
"p8ls4r177d",24,"""justin""",244801,"moral","attention","attention","""justin"""
"p8ls4r177d",25,"""""",248844,"moral","feedback","feedback",""""""
"pz4btzh08e",4,"6",88745,"moral","f","quickness","6"
"pz4btzh08e",5,"6",98782,"moral","f","character","6"
"pz4btzh08e",6,"6",103358,"moral","f","character","6"
"pz4btzh08e",7,"6",108319,"moral","f","character","6"
"pz4btzh08e",8,NA,NA,"moral",NA,NA,NA
"pz4btzh08e",9,"6",118317,"moral","f","certainty","2"
"pz4btzh08e",10,"6",122923,"moral","f","certainty","2"
"pz4btzh08e",11,NA,NA,"moral",NA,NA,NA
"pz4btzh08e",12,"6",136179,"moral","f","impulsivity","6"
"pz4btzh08e",13,NA,NA,"moral",NA,NA,NA
"pz4btzh08e",14,"1",161383,"moral","s","quickness","1"
"pz4btzh08e",15,"3",169116,"moral","s","character","3"
"pz4btzh08e",16,"3",180257,"moral","s","character","3"
"pz4btzh08e",17,"3",193299,"moral","s","character","3"
"pz4btzh08e",18,"5",202567,"moral","s","certainty","5"
"pz4btzh08e",19,NA,NA,"moral",NA,NA,NA
